id,context,question,A,B,C,D,answer
166,【联合国巴勒斯坦难民机构将其行动中心和国际工作人员迁至加沙南部】财联社10月13日电，当地时间13日，联合国巴勒斯坦难民机构（UNRWA）在社交媒体平台账号上表示，已将其中央行动中心和国际工作人员迁至加沙地带南部地区，以继续其人道主义行动，并为其工作人员和巴勒斯坦难民提供支持。该组织同时敦促以方保护平民。,联合国巴勒斯坦难民机构的行动中心迁至哪个地区？,加沙南部地区,加沙北部地区,耶路撒冷地区,西岸地区,
167,【俄罗斯中央银行预计将很快推出相关规则以促进被冻结资产的交换】财联社10月12日电，俄罗斯中央银行行长埃尔薇拉纳比乌琳娜10月12日表示，俄罗斯中央银行预计在不久的将来出台相关规定，以促进涉及俄罗斯和外国投资者被冻结资产的相互交换。纳比乌琳娜补充说，俄罗斯中央银行准备研究解决俄罗斯投资者所持冻结资产,俄罗斯中央银行准备推出的规定旨在解决什么问题？,促进涉及俄罗斯和外国投资者的资产交换,解决俄罗斯投资者所持冻结资产的问题,加强俄罗斯中央银行的控制力,限制外国投资者对俄罗斯资产的交易,
168,【天奇股份：公司今年承接的赛力斯产线项目正在按计划执行中】财联社10月12日电，天奇股份在互动平台表示，公司今年承接的赛力斯产线项目正在按计划执行中。自2017年起合作至今，公司与赛力斯汽车已是多年良好业务合作伙伴，公司将持续为赛力斯提供优质的汽车整车装备制造相关产品及服务。,天奇股份今年承接的赛力斯产线项目的执行情况如何？,项目已经完成，赛力斯汽车全面运营,项目正在按计划进行中,项目延迟，赛力斯汽车计划中止合作,项目提前完成，赛力斯汽车推迟运营,
169,【国内商品期货收盘碳酸锂主力合约涨停】财联社10月12日电，国内商品期货收盘，涨多跌少。碳酸锂主力合约涨停，集运欧线涨超5%，NR涨超4%，橡胶、红枣等涨逾3%，BR橡胶、尿素涨超2%，SS、纸浆等涨超1%，乙二醇、豆粕等小幅上涨；液化气跌超2%，PTA、硅铁等跌超1%，鸡蛋、花生等小幅下跌。,以下哪种商品期货主力合约涨停？,碳酸锂,集运欧线,NR,橡胶,
170,【美国商务部公布新规允许三星和SK海力士向其中国工厂提供设备】财联社10月13日电，美国商务部工业与安全局（BIS）10月13日公布新规，更新对三星和SK海力士的一般授权，将两家公司在华工厂纳入“经验证最终用户”（VEUs）。被纳入该清单意味着，三星和SK海力士此后无需额外获得许可，即可向其在华工厂提供设备。,根据最新规定，允许以下哪家公司向其在中国工厂提供设备？,三星,苹果,华为,小米,
171,"""财联社3月7日电，有投资者问，董秘公司的核药和世卫组织说的核药是一个性质吗？公司核药可用于常人防核辐射用吗？ 东诚药业（002675.SZ）在互动平台表示，公司重点打造从诊断用核药到治疗用核药的全产业链体系，全面布局诊疗一体化和精准医疗。公司核素药物产品丰富，主要用于肿瘤、神经退行性疾病的诊断与治疗、类风湿性关节炎的治疗等。""",东诚药业（002675.SZ）主要生产的核药可用于以下哪种疾病的诊断与治疗？,感冒,肿瘤,高血压,心脏病,
172,【“认房不认贷”政策显效：9月北京新房、二手房成交量涨超三成】财联社10月12日电，9月份，北京“认房不认贷”政策发酵，促进购房需求释放。其中，新房市场在“金九”促销及供应力度增加背景下成交止降回升；二手房市场情绪升温明显，成交步伐加快，综合北京9月份数据看，新房、二手房成交套数均涨超三成。,北京市9月份房产市场的成交情况是怎样的？,新房市场成交量下降，二手房市场成交量增加,新房市场成交量增加，二手房市场成交量下降,新房市场成交量和二手房市场成交量均下降,新房市场成交量和二手房市场成交量均增加,
173,【三大指数集体高开】财联社10月12日电，沪指高开0.74%，深成指高开0.60%，创业板指高开0.58%，减肥药、证券II、银行等板块指数涨幅居前，5.5G、MLOps、电子车牌等板块指数跌幅居前。,今日三大指数的涨幅情况如何？,贵金属、医疗器械等板块指数涨幅居前,5G、人工智能等板块指数涨幅居前,减肥药、证券II、银行等板块指数涨幅居前,新能源汽车、生物医药等板块指数涨幅居前,
174,【雪天盐业：拟取消雪天技术吸收合并开门生活】财联社10月13日电，雪天盐业公告，开门生活作为落实公司《“十四五”数字化转型专项规划》的重要平台，考虑到公司业务发展需要及业务规划，经公司审慎考虑，拟取消雪天技术吸收合并开门生活。,雪天盐业计划取消和合并开门生活的原因是什么？,开门生活不符合公司的数字化转型规划,雪天盐业的业务发展需要取消和合并开门生活,雪天盐业考虑到开门生活的业务规划取消和合并,雪天盐业需要吸收开门生活的技术来提升自身发展,
175,【观典防务：公司研制的70公斤级无人机已按照国军标质量管理体系进入定型阶段】财联社10月12日电，观典防务近期在接受调研时表示，公司研制的70公斤级无人机已按照国军标质量管理体系进入定型阶段。该机型目前已有意向订单，但受相关行业中期调整，该产品暂未完成验收。,观典防务公司研制的70公斤级无人机处于哪个阶段？,研发阶段,生产阶段,定型阶段,验收阶段,
176,【雄韬股份：“一种船用燃料电池系统安装固定方法及装置”获发明专利】财联社10月12日电，雄韬股份公告，公司下属子公司于近日收到国家知识产权局颁发的1项专利证书，为一种船用燃料电池系统安装固定方法及装置。,雄韬股份获得的专利是关于什么的？,一种电池系统的安装方法及装置,一种船用燃料电池系统的安装方法及装置,一种固定方法及装置,一种船用电池系统的安装方法及装置,
177,【白酒板块异动拉升 老白干酒（600559.SH）涨6%再创历史新高】财联社 2月16日 电，午后白酒板块展开异动拉升，老白干酒涨6%继续创出历史新高，带动 酒鬼酒（000799.SZ）、 迎驾贡酒（603198.SH）、 伊力特（600197.SH）、 舍得酒业（600702.SH）等快速跟涨。,以下哪只酒股在白酒板块异动拉升中涨幅最大？,老白干酒（600559.SH）,酒鬼酒（000799.SZ）,迎驾贡酒（603198.SH）,伊力特（600197.SH）,
178,财联社6月28日电，有投资者问，请问，2021年5月完成对美国液态金属公司（Liquid Instruments）的收购，现在是否还是属于公司的？公司持有多少股份？可否回答一下？宜安科技在互动平台表示，公司不持有美国液态金属公司的股份，美国液态金属公司也不是公司的子公司。美国液态金属公司是时任董事长李扬德先生控制的香港液态金属有限公司增资入股的。,宜安科技对于美国液态金属公司的关系如何？,宜安科技持有美国液态金属公司的股份,美国液态金属公司是宜安科技的子公司,宜安科技是美国液态金属公司的控股公司,宜安科技与美国液态金属公司没有关联,
179,"""财联社1月19日电，有投资者问，您好董秘，根据贵公司2022年度预报，请问四季度发电量环比未发生大幅下降的情况下，公司四季度扣非归母净利环比三季度大幅下降甚至转亏的原因是什么？感谢？ 广宇发展（000537.SZ）在互动平台表示，公司2022年四季度扣非归母净利润环比下降，主要是因为发生的成本费用高于上季度。包括职工年终工资等人工成本需于年底结算，一定程度上对公司利润造成了影响。""",广宇发展（000537.SZ）为什么在2022年四季度扣非归母净利环比下降？,因为四季度发电量大幅下降,因为成本费用低于上季度,因为职工年终工资等人工成本高于上季度,因为公司业务扩张导致利润下降,
180,【华润水泥控股：预期前三季度股东应占盈利同比减59%至63%】财联社10月12日电，华润水泥控股发布公告，该集团预计今年前9个月公司拥有人应占盈利预期将同比减少59%至63%，主要原因为：期间内集团产品销售价格较2022年同期下降；期间内集团产品销量较2022年同期下降；及2022年同期处置一家附属公司取得一次性收益2.391亿港元。,华润水泥控股今年前9个月的盈利变动情况是怎样的？,盈利同比增长,盈利同比减少,盈利同比持平,盈利变动幅度无法确定,
181,【益方生物：合作方甲磺酸贝福替尼胶囊一线治疗适应症获药品注册证书】财联社10月12日电，益方生物公告，公司合作方贝达药业收到国家药监局签发的甲磺酸贝福替尼胶囊（赛美纳，简称“贝福替尼”）“适用于具有表皮生长因子受体（EGFR）外显子19缺失或外显子21（L858R）置换突变的局部晚期或转移性非小细胞肺癌（NSCLC）成人患者的一线治疗”适应症的《药品注册证书》。,甲磺酸贝福替尼胶囊的适应症是什么？,用于全身晚期非小细胞肺癌患者的一线治疗,用于EGFR突变的转移性肺癌患者的二线治疗,用于EGFR突变的局部晚期肺癌患者的一线治疗,用于EGFR突变的早期肺癌患者的辅助治疗,
182,【韩国执政党国民力量党宣布领导层决定集体辞职】财联社10月14日电，韩国执政党国民力量党首席发言人刘相凡10月14日发表书面公告表示，该党领导层决定集体辞职。书面公告指出：“为了党的稳定和更好的发展，党内领导层将全部辞职。”公告没有透露具体的辞职人员名单。,韩国执政党国民力量党领导层集体辞职的原因是什么？,领导层认为需要为党的稳定和发展做出调整,党内发生了丑闻，领导层被迫辞职,国民力量党在最近的选举中遭遇惨败，领导层感到责任重大,有消息称领导层集体辞职与党内权力斗争有关,
183,【华宇软件：与腾讯集团签订战略合作协议】财联社10月12日电，华宇软件公告，公司与深圳市腾讯计算机系统有限公司（简称“腾讯集团”）签订《战略合作协议》。双方将在数字政府、智慧政法、教育信息化、企业数字化领域开展深入合作。此次签订的协议为双方开展战略合作的框架性协议，协议框架下涉及的具体合作业务，由双方另行签订正式的合作协议。,华宇软件与腾讯集团签订战略合作协议的领域是什么？,互联网金融,数字政府,电子商务,娱乐产业,
184,【郭明𫓹：小米汽车首款预计将在2024年发售估计售价低于30万人民币】财联社10月13日电，郭明𫓹13日在X（原推特）上发文表示，小米汽车首款预计将在2024年发售，出货量预估5–6万部，关键卖点为自动驾驶、软体生态、800V快充与动力配置，估计售价低于30万人民币。若售价越接近25万甚至低于，则出货量应该有上修空间。,关于小米汽车首款的预测售价，以下哪个说法正确？,预计售价将低于20万人民币,预计售价将在30万人民币至40万人民币之间,预计售价将超过50万人民币,预计售价将低于30万人民币,
185,【大东南：前三季度净利润预亏350万元-500万元】财联社10月13日电，大东南公告，预计2023年前三季度净利润亏损350万元-500万元，上年同期盈利9832.58万元。前三季度净利润较上年同期由盈转亏且较半年度业绩由盈转亏的原因主要系报告期内市场竞争继续加剧，部分薄膜新产能持续投产，总产量增加，公司部分产品产销量同比减少，加之价格下跌，原材料与成品差价不明显，利润受到挤压。,大东南2023年前三季度净利润预亏的原因是什么？,市场竞争加剧,薄膜新产能投产,产品产销量减少,原材料与成品差价明显,
186,【益客食品：拟在肇庆市高要区投资兴建“粤港澳大湾区（高要）亿只高桂鸭全产业链项目”】财联社10月13日电，益客食品公告，公司与高要区政府、高要农业投资拟共同推动投资兴建“粤港澳大湾区（高要）亿只高桂鸭全产业链项目”并签订框架协议。,益客食品与高要区政府合作的项目是什么？,粤港澳大湾区（高要）亿只高桂鸭全产业链项目,粤港澳大湾区（高要）千只高桂鸸鹋全产业链项目,粤港澳大湾区（高要）万只高桂鸽子全产业链项目,粤港澳大湾区（高要）百只高桂鹌鹑全产业链项目,
187,【未来三天北方大部气温低于常年同期华南等地有高温天气】财联社 6月2日电，中央气象台预计，气温方面，预计未来三天，华南及四川南部、云南北部等地仍有高温天气。4日之后，云南到华南一带的高温将会有所减少，不过广东、广西、福建等地最高气温仍有33左右，部分地区可达35以上，最低气温也在25以上，加上湿度大，闷热感持续。,根据资讯内容判断，哪个地区最可能出现高温天气？,山东,湖北,四川南部,云南北部,
188,【海关总署：前三季度我国跨境电商进出口1.7万亿元增长14.4%】财联社10月13日电，海关总署新闻发言人吕大良表示，前三季度，我国跨境电商进出口1.7万亿元，增长14.4%。其中，出口1.3万亿元，增长17.7%；进口0.4万亿元，增长5.3%。,我国前三季度跨境电商进出口额增长情况如何?,增长14.4%,增长17.7%,增长5.3%,增长10.5%,
189,【国家铁路局：9月全国铁路旅客发送量约3.25亿人同比增长120.3%】财联社10月13日电，国家铁路局公布2023年9月份全国铁路主要指标完成情况。其中，9月全国铁路旅客发送量约3.25亿人，同比增长120.3%。铁路固定资产投资累计完成5089亿元，同比增长7.1%。,国家铁路局2023年9月全国铁路旅客发送量增长情况如何？,增长120.3%,增长100%,增长80%,增长150%,
190,"【美银策略师：若美债收益率保持在5%以下美股则可避免大幅跌势】财联社10月13日电，美国银行策略师MichaelHartnett表示，只要债券收益率保持在历史高点5%下方，那么美股就可以避免惨淡的前景。这位策略师是华尔街对股市持较浓看跌情绪的一位，他表示，在这种情况下，标普500指数短线可以继续保持在4,200点上方。",根据美银策略师Michael Hartnett的观点，以下哪个条件可以避免美股的大幅跌势？,债券收益率保持在历史高点5%以上,债券收益率保持在历史高点5%以下,债券收益率持续上升,债券收益率持续下降,
191,"""财联社2月8日电，有投资者问，请问公司To B端的业务占比多少？毛利有多少？ 涪陵榨菜（002507.SZ）在互动平台表示，公司于2022年开始配备餐饮渠道专业销售人员、布局经销商专项拓渠道工作，初步建立了公司餐饮渠道体系，公司目前To B端占比较小，加之消费情景变化、渠道间相互渗透，各渠道兼容性较强，真正流向C端或B端的量无法准确统计。我们专业布局开发之后，B端有望有所增长。""",涪陵榨菜公司的To B端业务占比如何？,占比较小,占比很大,占比无法准确统计,占比将会增长,
192,【汽车整车板块走高众泰汽车涨停】财联社10月12日电，汽车整车板块震荡走高，多只低位股大幅补涨，众泰汽车涨停，长城汽车、长安汽车、中通客车涨超5%，江铃汽车、江淮汽车、北汽蓝谷等快速跟涨。消息面上，乘联会数据显示，9月新能源乘用车批发销量达到82.9万辆，同比增长23.0%，环比增长4.2%。今年以来累计批发590.4万辆，同比增长36.0%。,乘联会数据显示的新能源乘用车销量增长情况表明了什么？,市场需求对新能源乘用车的增长贡献较大,全球范围内对环保交通方式的推动力度加大,众泰汽车是目前市场上销量最好的新能源车品牌,长城汽车、长安汽车等品牌因为技术创新带动了市场需求的增长,
193,【我国成功发射云海一号04星】财联社10月15日电，北京时间2023年10月15日08时54分，我国在酒泉卫星发射中心使用长征二号丁运载火箭，成功将云海一号04星发射升空，卫星顺利进入预定轨道，发射任务获得圆满成功。,我国成功发射的云海一号04星是使用哪种运载火箭发射的？,长征二号丁,长征二号甲,长征五号,长征七号,
194,【日本青森县以东附近海域发生4.6级地震】财联社10月14日电，据日本广播协会（NHK）报道，当地时间10月14日11时29分左右，日本青森县以东附近海域发生4.6级地震，最大震感为震度3，震源深度60公里。,日本青森县以东附近海域发生的地震的震感程度是多少？,震度2,震度3,震度4,震度5,
195,【阿富汗赫拉特省发生6.4级地震已致1死50伤】财联社10月15日电，阿富汗赫拉特省当地时间10月15日8时06分发生6.4级地震，震源深度10公里。这是阿富汗自10月7日以来发生的第四起6级以上地震，也是最强的一次。赫拉特省省长发言人内萨尔艾哈迈德埃利亚斯（NesarAhmadElyas）向中央广播电视总台记者证实，目前赫拉特地区医院已登记有1人死亡，50人受伤。,阿富汗赫拉特省发生的地震造成了什么后果？,无人员伤亡，仅造成财产损失,1人死亡，50人受伤,数十人死亡，上百人受伤,震源深度为10公里,
196,【耐普矿机：控股股东、实际控制人自愿承诺未来六个月不减持公司股份】财联社10月13日电，耐普矿机公告，近日收到公司控股股东、实际控制人郑昊先生出具的《关于自愿不减持公司股份的承诺函》，公司控股股东、实际控制人郑昊先生自愿承诺，自承诺函签署之日起6月内不减持其所持有的公司股份；在上述承诺期间内，承诺主体因公司发生资本公积转增股本、派送股票红利、配股、增发等事项取得的新增股份亦遵守上述承诺。,根据《关于自愿不减持公司股份的承诺函》，下列哪项陈述是正确的？,郑昊先生将在未来六个月内逐步减持其持有的公司股份,郑昊先生将在未来六个月内增持其持有的公司股份,郑昊先生将在未来六个月内不会变动其持有的公司股份,郑昊先生将在未来六个月内将其持有的公司股份全部减持,
197,【美国向地中海东部部署第二艘航母】财联社10月15日电，据美国媒体当地时间14日报道，美国派遣“艾森豪威尔”号航空母舰驶向地中海东部，这也是在巴以爆发新一轮大规模冲突后，美国向当地部署的第二艘航空母舰。此前美国已在巴以冲突爆发后立即部署“福特”号航母战斗群前往地中海东部，美国官员称此举意在威慑伊朗和黎巴嫩真主党。,美国驶向地中海东部部署第二艘航母的目的是什么？,保护巴以地区的和平稳定。,对抗伊朗和黎巴嫩真主党的威胁。,巩固美国在地中海的军事存在。,支持巴以冲突中的一方,
198,【今年天猫双11把“全网最低价”定为核心KPI】财联社10月14日电，记者获悉，今年淘天集团在天猫双11启动会上，把“全网最低价”定为核心目标，包括三大行业发展中心和用户、平台、直播等横向部门，都明确“全网最低价”为核心KPI。,天猫双11的核心KPI是什么？,用户满意度,营业额,全网最低价,直播销售额,
199,财联社7月20日电，有投资者问，特斯拉，可以用太阳能给新能源车充电了！公司太阳能家庭储能系统能否给新能源车充电？华宝新能在互动平台表示，公司即将推出的家庭光伏储能产品可支持接入充电桩为新能源车充电，同时，公司正在研发集成光储充一体化的智能户用绿能系统。,特斯拉新能源车充电方式是通过什么来进行的？,家庭光伏储能产品,充电桩,太阳能,智能户用绿能系统,
200,【三旺通信：公司的交换机产品主要为工业以太网交换机主要应用于智能制造等领域】财联社10月13日电，三旺通信在互动平台表示，公司生产的工业以太网交换机可以应用于算力中心建设，不同系列的交换机应用场景和定位有所差异，公司的交换机产品主要为工业以太网交换机，是在工业现场中起数据传输交换作用，适应工业严酷环境，实现可靠性、实时性、安全性要求的通信设备，主要应用于煤矿、智能制造、电网、工业控制等领域。,三旺通信的主要产品是什么？,算力中心建设交换机,工业以太网交换机,数据传输交换机,智能制造交换机,
201,【哪吒汽车与法国巴黎银行达成汽车金融战略性合作】财联社10月12日电，哪吒汽车与法国巴黎银行在上海签署了谅解备忘录，正式达成汽车金融战略性合作。根据谅解备忘录，合作领域将涉及个人金融、汽车保险和服务等诸多方面。,哪家银行与哪吒汽车达成汽车金融战略性合作？,中国银行,巴黎银行,上海银行,中国工商银行,
202,【美国购房负担能力降至历史新低按揭贷款利率飙升且房价高企】财联社10月13日电，由于住房按揭抵押贷款利率飙升且房价高企，美国购房负担能力8月份进一步恶化，创下历史新低。周五公布的数据显示，美国全国地产经纪商协会(NAR)的购房负担能力指数8月份降至91.7，创下1989年有数据以来的最低水平。该数据低于100，意味着中位数收入家庭的收入不足以申请中位数房价的按揭贷款。,美国购房负担能力降至历史新低的原因是什么？,美国全国地产经纪商协会(NAR)的购房负担能力指数降至91.7,美国的按揭抵押贷款利率飙升,美国的房价高企,中位数收入家庭的收入不足以申请中位数房价的按揭贷款,
203,【主力资金监控：欧菲光净买入超4亿元】财联社10月13日电，财联社星矿数据显示，今日早盘主力资金净流入电子、光学光电子、医药等板块，净流出电新行业、计算机、有色金属等板块，其中电新行业净流出超32亿元。个股方面，欧菲光涨停，主力资金净买入4.05亿元，万润科技、众生药业、中芯国际获主力资金净流入居前；宁德时代遭净卖出超6亿元，隆基绿能、浪潮信息、中国中免主力资金净流出额居前。,今日主力资金净买入额最高的个股是哪一只？,欧菲光,万润科技,众生药业,中芯国际,
204,【主力资金监控：赛力斯净买入超4亿元】财联社10月13日电，财联社星矿数据显示，今日主力资金净流入光学光电子、医药、电子等板块，净流出计算机、电新行业、食品饮料行业等板块，其中计算机板块净流出49.01亿元。个股方面，赛力斯涨停，主力资金净买入4.65亿元，欧菲光、万润科技、众生药业获主力资金净流入居前；宁德时代遭净卖出超7亿元，贵州茅台、昆仑万维、浪潮信息等主力资金净流出额居前。,今日主力资金净买入最多的个股是哪一只?,赛力斯,欧菲光,万润科技,众生药业,
205,【丽珠医药自主研发的仿制药艾拉戈利钠片临床试验申请获批】财联社10月13日电，丽珠医药公告，近日，公司全资子公司丽珠集团丽珠制药厂收到国家药品监督管理局核准签发的《药物临床试验批准通知书》，批准艾拉戈利钠片开展“评价艾拉戈利钠片治疗子宫内膜异位症中度至重度疼痛患者的疗效、安全性的多中心、随机、双盲、安慰剂平行对照期临床试验”。,丽珠医药自主研发的仿制药艾拉戈利钠片临床试验申请获批是用于评价什么病症的疗效和安全性的？,孕妇子宫内膜异位症的治疗效果和安全性,子宫内膜异位症轻度疼痛患者的疗效和安全性,子宫内膜异位症中度至重度疼痛患者的疗效和安全性,子宫内膜异位症的病因和疾病机制,
